 #V3.30.05.03
#_SS-V3.30.05.03-trans;_2017_07_05;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.6
#_SS-V3.30.05.03-trans;user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_SS-V3.30.05.03-trans;user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Tue Jun 11 13:53:55 2019
#_Number_of_datafiles: 1
#
#_observed data: 
#V3.30.05.03-trans
1948 #_StartYr
2018 #_EndYr
1    #_Nseas
12   #_months/season
2    #_Nsubseasons (even number, minimum is 2)
1    #_spawn_month
-1    #_Ngenders
32   #_Nages=accumulator age
1    #_Nareas
10    #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type timing area units need_catch_mult fleetname
           1     -1    1     1               0     Catch_Com_DSH        # 1
           1     -1    1     1               0     Catch_Com_ISH        # 2
      	   1     -1    1     1               0     Catch_Com_Trol       # 3
           1     -1    1     1               0     Catch_Com_Other      # 4
           1	   -1    1     1               0     Catch_Rec            # 5
           3    0.5    1     2               0     CPUE_DSH_old         # 6
           3    0.5    1     2               0     CPUE_DSH_recent      # 7
           3    0.5    1     2               0     CPUE_ISH_recent      # 8
           3    0.5    1     2               0     CPUE_Trol_recent     # 9
           3    0.5    1     2               0     OPUE_Divers          #10
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch); can be overridden in control file with detailed F input
-999	1	1	40.43500525	0.05	#	Com_Deep
1948	1	1	40.43500525	0.05	#	Com_Deep
1949	1	1	33.00057584	0.05	#	Com_Deep
1950	1	1	22.75371251	0.05	#	Com_Deep
1951	1	1	16.05966673	0.05	#	Com_Deep
1952	1	1	24.96164224	0.05	#	Com_Deep
1953	1	1	22.62639128	0.05	#	Com_Deep
1954	1	1	16.55247926	0.05	#	Com_Deep
1955	1	1	14.26410762	0.05	#	Com_Deep
1956	1	1	19.19964218	0.05	#	Com_Deep
1957	1	1	37.2852624	0.05	#	Com_Deep
1958	1	1	28.79516976	0.05	#	Com_Deep
1959	1	1	18.37487505	0.05	#	Com_Deep
1960	1	1	17.23921755	0.05	#	Com_Deep
1961	1	1	15.79452703	0.05	#	Com_Deep
1962	1	1	23.37327554	0.05	#	Com_Deep
1963	1	1	24.84051229	0.05	#	Com_Deep
1964	1	1	39.97506296	0.05	#	Com_Deep
1965	1	1	22.15866623	0.05	#	Com_Deep
1966	1	1	26.08925106	0.05	#	Com_Deep
1967	1	1	26.0193979	0.05	#	Com_Deep
1968	1	1	22.10488178	0.05	#	Com_Deep
1969	1	1	25.47327313	0.05	#	Com_Deep
1970	1	1	21.25214598	0.05	#	Com_Deep
1971	1	1	21.76561212	0.05	#	Com_Deep
1972	1	1	21.46533422	0.05	#	Com_Deep
1973	1	1	29.99694614	0.05	#	Com_Deep
1974	1	1	34.92426381	0.05	#	Com_Deep
1975	1	1	26.57096577	0.05	#	Com_Deep
1976	1	1	23.64620455	0.05	#	Com_Deep
1977	1	1	24.97576746	0.05	#	Com_Deep
1978	1	1	28.04105744	0.05	#	Com_Deep
1979	1	1	36.07417176	0.05	#	Com_Deep
